사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2021-12,7호선,530,굴포천,"218,908","229,702","32,782","33,248"
2021-12,7호선,531,부평구청,"175,486","156,920","23,303","21,570"
2021-12,8호선,532,암사,"415,325","359,285","90,954","90,076"
2021-12,8호선,533,천호(풍납토성),"346,886","413,008","69,491","66,359"
2021-12,8호선,534,강동구청,"223,958","233,411","55,412","55,631"
2021-12,8호선,535,몽촌토성(평화의문),"139,347","143,094","27,975","27,154"
2021-12,8호선,536,잠실(송파구청),"358,557","433,200","57,818","56,316"
2021-12,8호선,537,석촌,"171,305","202,785","42,734","44,952"
2021-12,8호선,538,송파,"157,581","159,069","45,900","46,211"
2021-12,8호선,539,가락시장,"153,976","175,532","50,654","51,417"
2021-12,8호선,540,문정,"500,123","525,627","52,730","52,124"
2021-12,8호선,541,장지,"403,072","390,610","67,372","63,755"
2021-12,8호선,542,복정,"244,721","208,316","38,609","35,031"
2021-12,8호선,543,산성,"124,044","121,303","27,104","30,062"
2021-12,8호선,544,남한산성입구(성남법원.검찰청),"304,256","271,495","67,543","65,384"
2021-12,8호선,545,단대오거리,"221,593","214,574","61,933","60,532"
2021-12,8호선,546,신흥,"87,597","95,822","32,328","33,863"
2021-12,8호선,547,수진,"108,082","95,662","37,614","36,998"
2021-12,8호선,548,모란,"80,916","65,310","45,183","34,730"
2021-12,8호선,549,남위례,"33,069","37,802","7,473","7,645"
2021-12,9호선,618,개화,"54,139","38,611","10,149","7,933"
2021-12,9호선,619,김포공항,"206,425","331,704","15,774","19,808"
2021-12,9호선,620,공항시장,"60,111","64,600","21,372","23,338"
2021-12,9호선,621,신방화,"146,705","141,351","38,720","38,347"
2021-12,9호선,622,마곡나루(서울식물원),"283,891","281,063","26,418","26,004"
2021-12,9호선,623,양천향교,"215,800","218,976","38,140","38,308"
2021-12,9호선,624,가양,"434,546","420,178","110,006","106,874"
2021-12,9호선,625,증미,"155,767","153,255","35,582","36,454"
2021-12,9호선,626,등촌,"239,126","232,033","69,564","70,128"
2021-12,9호선,627,염창,"398,911","383,939","60,618","59,680"
2021-12,9호선,628,신목동,"87,362","76,506","17,958","16,794"
2021-12,9호선,629,선유도,"196,967","188,779","26,100","25,184"
2021-12,9호선,630,당산,"428,306","429,904","55,001","50,818"
2021-12,9호선,631,국회의사당,"354,814","370,501","47,205","41,307"
2021-12,9호선,632,여의도,"648,069","617,940","40,649","37,534"
2021-12,9호선,633,샛강,"124,619","132,566","21,653","21,893"
2021-12,9호선,634,노량진,"638,126","614,948","70,951","71,282"
2021-12,9호선,635,노들,"93,089","77,345","26,661","24,480"
2021-12,9호선,636,흑석(중앙대입구),"163,396","171,286","46,128","46,569"
2021-12,9호선,637,동작(현충원),"39,528","31,085","9,772","8,388"
2021-12,9호선,638,구반포,"30,478","32,316","12,848","12,667"
2021-12,9호선,639,신반포,"70,859","69,591","17,159","17,145"
2021-12,9호선,640,고속터미널,"297,182","399,977","47,563","53,626"
2021-12,9호선,641,사평,"75,482","73,666","17,366","17,641"
2021-12,9호선,642,신논현,"815,578","816,171","54,044","49,885"
2021-12,공항철도 1호선,656,서울역,"201,507","190,529","26,237","23,590"
2021-12,공항철도 1호선,657,공덕,"54,118","74,033","6,369","7,472"
2021-12,공항철도 1호선,658,홍대입구,"272,448","276,846","15,434","14,777"
2021-12,공항철도 1호선,659,디지털미디어시티,"321,173","294,208","21,783","20,465"
2021-12,공항철도 1호선,660,마곡나루(서울식물원),"190,801","186,230","11,242","10,966"
2021-12,공항철도 1호선,661,김포공항,"330,062","183,864","20,790","13,127"
2021-12,공항철도 1호선,662,계양,"245,348","230,782","23,915","22,743"
2021-12,공항철도 1호선,663,검암,"165,656","163,519","14,348","14,142"
2021-12,공항철도 1호선,664,청라국제도시,"167,605","157,998","10,553","10,495"
2021-12,공항철도 1호선,665,운서,"164,243","165,000","22,137","21,934"
2021-12,공항철도 1호선,666,공항화물청사,"52,550","57,941","8,257","7,899"
2021-12,공항철도 1호선,667,인천공항1터미널,"99,340","106,101","12,595","12,349"
2021-12,공항철도 1호선,668,인천공항2터미널,"57,914","55,449","6,806","6,465"
2021-12,공항철도 1호선,669,영종,"67,448","68,034","15,699","15,599"
2021-12,9호선2~3단계,643,언주,"255,778","260,881","25,433","25,087"
2021-12,9호선2~3단계,644,선정릉,"223,428","246,875","21,101","21,588"
2021-12,9호선2~3단계,645,삼성중앙,"151,244","160,460","19,844","19,733"
2021-12,9호선2~3단계,646,봉은사,"419,619","436,224","38,448","36,782"
2021-12,9호선2~3단계,647,종합운동장,"96,243","94,625","14,633","13,309"
2021-12,9호선2~3단계,648,삼전,"155,870","150,788","30,887","30,062"
2021-12,9호선2~3단계,649,석촌고분,"136,880","134,931","28,289","28,640"
2021-12,9호선2~3단계,650,석촌,"198,942","175,108","28,978","25,011"
2021-12,9호선2~3단계,651,송파나루,"119,079","127,711","21,811","22,652"
2021-12,9호선2~3단계,652,한성백제,"55,169","50,072","13,524","12,203"
2021-12,9호선2~3단계,653,올림픽공원(한국체대),"173,628","169,556","24,037","23,451"
2021-12,9호선2~3단계,654,둔촌오륜,"25,647","23,413","4,961","5,252"
2021-12,9호선2~3단계,655,중앙보훈병원,"197,071","167,678","66,674","65,619"
2021-12,우이신설선,713,북한산우이,"48,800","41,355","28,006","29,543"
2021-12,우이신설선,714,솔밭공원,"41,215","37,000","24,514","25,707"
2021-12,우이신설선,715,4.19민주묘지,"47,280","45,573","29,715","27,003"
2021-12,우이신설선,716,가오리,"69,532","66,657","40,479","41,777"
2021-12,우이신설선,717,화계,"55,880","49,776","35,650","35,975"
2021-12,우이신설선,718,삼양,"31,031","31,874","24,156","26,805"
2021-12,우이신설선,719,삼양사거리,"35,291","35,426","31,241","31,556"
2021-12,우이신설선,720,솔샘,"120,458","108,785","33,698","34,833"
2021-12,우이신설선,721,북한산보국문,"125,187","115,901","37,419","38,055"
2021-12,우이신설선,722,정릉,"85,843","76,328","39,037","37,053"
2021-12,우이신설선,723,성신여대입구(돈암),"66,337","76,921","25,234","24,405"
2021-12,우이신설선,724,보문,"28,095","28,281","12,917","12,930"
2021-12,우이신설선,725,신설동,"32,695","34,105","23,074","20,167"
